id,clubs,clubs-href,players,players-href,full name,position desc,date of birth,nation,image-src,weight,height,rating,age,Aerial Ability,Aggression,Command of Area,Composure,Concentration,Control,Corners,Creativity,Crossing,Determination,Distribution,Dribbling,Finishing,Flair,Free Kicks,Handling,Leadership,Long Passing,Long Shots,Marking,Movement,One on Ones,Pace,Passing,Penalties,Positioning,Saving Penalties,Shot Stopping,Stamina,Strength,Tackling,Volleying,Work Rate,D(R),D(L),D(C),GK,DM(R),DM(L),DM(C),M(R),M(L),M(C),AM(R),AM(L),AM(C),F(R),F(L),F(C),right,left
215,West Ham United,https://en.soccerwiki.org/squad.php?clubid=85,"ANTONIO, Michail",https://en.soccerwiki.org/player.php?pid=38672,Michail Gregory Antonio,Winger,28-Mar-90,England,https://cdn.soccerwiki.org/images/player/38672.jpg,82,180,87,26,0,0,0,0,8,3,0,2,0,0,0,0,5,0,0,0,0,0,6,0,1,0,9,0,0,0,0,0,4,10,0,0,7,1,0,0,0,1,0,0,3,0,0,3,3,0,0,0,0,1,1
216,Stoke City,https://en.soccerwiki.org/squad.php?clubid=75,"JOSELU, Sanmartín",https://en.soccerwiki.org/player.php?pid=41096,José Luis Mato Sanmartín,Target Man,27-Mar-90,Spain,https://cdn.soccerwiki.org/images/player/41096.jpg,80,191,87,26,9,0,0,0,0,0,7,0,0,4,0,0,0,1,0,0,0,0,0,0,3,0,6,10,0,2,0,0,0,8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
217,Chelsea,https://en.soccerwiki.org/squad.php?clubid=21,"MARIN, Marko",https://en.soccerwiki.org/player.php?pid=25239,Marko Marin,Winger,13-Mar-89,Germany,https://cdn.soccerwiki.org/images/player/25239.jpg,63,170,87,27,0,0,0,0,0,9,2,0,0,3,0,8,0,7,0,0,0,0,0,0,4,0,10,0,0,1,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,3,3,1,3,3,0,1,0
218,Sunderland,https://en.soccerwiki.org/squad.php?clubid=76,"KONÉ, Lamine",https://en.soccerwiki.org/player.php?pid=29205,Lamine Koné,Stopper,01-Feb-89,Ivory Coast,https://cdn.soccerwiki.org/images/player/29205.jpg,84,186,87,27,10,0,0,0,8,0,6,0,0,2,0,0,0,1,0,0,0,0,0,0,3,0,5,0,0,9,0,0,0,7,0,0,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
219,Hull City,https://en.soccerwiki.org/squad.php?clubid=37,"MALONEY, Shaun",https://en.soccerwiki.org/player.php?pid=4871,Shaun Richard Maloney,Advanced Playmaker,24-Jan-83,Scotland,https://cdn.soccerwiki.org/images/player/4871.jpg,69,170,87,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,0,1,1
220,Leicester City,https://en.soccerwiki.org/squad.php?clubid=41,"ALBRIGHTON, Marc",https://en.soccerwiki.org/player.php?pid=38911,Marc Kevin Albrighton,Winger,18-Nov-89,England,https://cdn.soccerwiki.org/images/player/38911.jpg,67,174,87,26,0,0,0,0,0,0,10,0,8,3,0,0,0,1,9,0,0,0,0,0,2,0,7,0,0,4,0,0,0,6,0,0,5,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,1,0
221,Hull City,https://en.soccerwiki.org/squad.php?clubid=37,"HERNÁNDEZ, Abel",https://en.soccerwiki.org/player.php?pid=30611,Abel Mathías Hernández Platero,General Forward,08-Aug-90,Uruguay,https://cdn.soccerwiki.org/images/player/30611.jpg,70,186,87,25,4,0,0,0,0,0,0,0,0,0,0,1,2,5,0,0,0,0,3,0,6,0,10,0,0,7,0,0,0,9,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,1
222,Crystal Palace,https://en.soccerwiki.org/squad.php?clubid=27,"PUNCHEON, Jason",https://en.soccerwiki.org/player.php?pid=2030,Jason David Ian Puncheon,Winger,26-Jun-86,England,https://cdn.soccerwiki.org/images/player/2030_1321890893.jpg,71,173,87,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,3,3,0,0,1
223,West Bromwich Albion,https://en.soccerwiki.org/squad.php?clubid=84,"YACOB, Claudio",https://en.soccerwiki.org/player.php?pid=24137,Claudio Ariel Yacob,Ball-Winning Midfielder,18-Jul-87,Argentina,https://cdn.soccerwiki.org/images/player/24137.jpg,73,181,87,29,0,8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,4,0,6,0,0,2,10,9,0,7,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,1,0
224,Stoke City,https://en.soccerwiki.org/squad.php?clubid=75,"CAMERON, Geoff",https://en.soccerwiki.org/player.php?pid=33937,Geoffrey Scott Cameron,Fullback,11-Jul-85,United States,https://cdn.soccerwiki.org/images/player/33937.jpg,84,191,87,31,7,0,0,0,9,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,10,1,0,0,4,8,0,3,3,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
225,Watford,https://en.soccerwiki.org/squad.php?clubid=83,"BEHRAMI, Valon",https://en.soccerwiki.org/player.php?pid=2407,Valon Behrami,Box-To-Box Midfielder,19-Apr-85,Switzerland,https://cdn.soccerwiki.org/images/player/2407.jpg,78,184,87,31,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,2,0,0,1,0,0,4,8,9,0,10,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,1,0
226,Middlesbrough,https://en.soccerwiki.org/squad.php?clubid=50,"DE ROON, Marten",https://en.soccerwiki.org/player.php?pid=55478,Marten De Roon,Ball-Winning Midfielder,29-Mar-91,Netherlands,https://cdn.soccerwiki.org/images/player/55478.jpg,76,185,87,25,10,0,0,0,7,0,3,0,0,4,0,0,0,0,0,0,9,0,0,0,1,0,5,0,0,8,0,0,0,6,0,0,2,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,1,0
227,AFC Bournemouth,https://en.soccerwiki.org/squad.php?clubid=9,"BORUC, Artur",https://en.soccerwiki.org/player.php?pid=4859,Artur Boruc,Keeper,20-Feb-80,Poland,https://cdn.soccerwiki.org/images/player/4859.jpg,87,193,87,36,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,10,4,0,0,1,6,9,0,0,0,5,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
228,Tottenham Hotspur,https://en.soccerwiki.org/squad.php?clubid=80,"WIMMER, Kevin",https://en.soccerwiki.org/player.php?pid=56973,Kevin Wimmer,Ball-Playing Defender,15-Nov-92,Austria,https://cdn.soccerwiki.org/images/player/56973.jpg,85,187,87,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
229,West Bromwich Albion,https://en.soccerwiki.org/squad.php?clubid=84,"FOSTER, Ben",https://en.soccerwiki.org/player.php?pid=13018,Ben Anthony Foster,Keeper,03-Apr-83,England,https://cdn.soccerwiki.org/images/player/13018.jpg,90,193,87,33,0,0,0,0,0,0,3,0,0,0,10,0,0,1,0,9,0,0,0,0,7,0,4,0,0,5,0,8,0,6,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
230,Leicester City,https://en.soccerwiki.org/squad.php?clubid=41,"SIMPSON, Danny",https://en.soccerwiki.org/player.php?pid=14306,Daniel Peter Simpson,Fullback,04-Jan-87,England,https://cdn.soccerwiki.org/images/player/14306.jpg,78,177,87,29,3,8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,6,0,0,2,10,9,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
231,Southampton,https://en.soccerwiki.org/squad.php?clubid=72,"AUSTIN, Charlie",https://en.soccerwiki.org/player.php?pid=42810,Charles Austin,Finisher,05-Jul-89,England,https://cdn.soccerwiki.org/images/player/42810.jpg,84,187,87,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
232,Sunderland,https://en.soccerwiki.org/squad.php?clubid=76,"RODWELL, Jack",https://en.soccerwiki.org/player.php?pid=31703,Jack Christian Rodwell,General Midfielder,11-Mar-91,England,https://cdn.soccerwiki.org/images/player/31703.jpg,84,188,87,25,0,0,0,0,0,0,2,0,0,4,0,0,0,0,1,0,0,0,0,0,3,0,8,9,0,5,0,0,10,7,0,0,6,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0
233,Manchester United,https://en.soccerwiki.org/squad.php?clubid=49,"BAILLY, Eric",https://en.soccerwiki.org/player.php?pid=75427,Eric Bertrand Bailly,Stopper,12-Apr-94,Ivory Coast,https://cdn.soccerwiki.org/images/player/75427.jpg,77,187,87,22,9,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,2,0,3,0,0,0,4,10,0,5,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
234,Swansea City,https://en.soccerwiki.org/squad.php?clubid=77,"CORK, Jack",https://en.soccerwiki.org/player.php?pid=21003,Jack Frank Porteous Cork,Ball-Winning Midfielder,25-Jun-89,England,https://cdn.soccerwiki.org/images/player/21003_1348355506.jpg,69,182,87,27,0,0,0,0,7,9,3,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,5,10,0,8,0,0,0,6,0,0,4,1,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,1,0
235,Watford,https://en.soccerwiki.org/squad.php?clubid=83,"PANTILIMON, Costel",https://en.soccerwiki.org/player.php?pid=21814,Costel Fane Pantilimon,Keeper,01-Feb-87,Romania,https://cdn.soccerwiki.org/images/player/21814.jpg,103,202,87,29,10,0,0,0,0,0,8,0,0,5,0,0,0,2,0,0,0,0,0,0,4,0,7,0,0,6,0,0,1,9,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
236,Everton,https://en.soccerwiki.org/squad.php?clubid=31,"KONÉ, Arouna",https://en.soccerwiki.org/player.php?pid=3221,Arouna Koné,General Forward,11-Nov-83,Ivory Coast,https://cdn.soccerwiki.org/images/player/3221.jpg,81,181,87,32,0,0,0,0,0,0,6,0,0,4,0,8,0,3,1,0,0,0,0,0,9,0,7,0,0,5,0,0,0,10,0,0,2,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,3,1,0
237,West Bromwich Albion,https://en.soccerwiki.org/squad.php?clubid=84,"MORRISON, James",https://en.soccerwiki.org/player.php?pid=1156,James Morrison,Playmaker,25-May-86,Scotland,https://cdn.soccerwiki.org/images/player/1156_1322536157.jpg,75,180,87,30,0,0,0,0,0,9,2,10,0,6,0,7,0,0,0,0,0,0,0,0,8,0,4,0,0,1,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,3,1,1,3,0,0,0,1,0
238,West Bromwich Albion,https://en.soccerwiki.org/squad.php?clubid=84,"BERAHINO, Saido",https://en.soccerwiki.org/player.php?pid=54437,Saido Berahino,General Forward,04-Aug-93,England,https://cdn.soccerwiki.org/images/player/54437.jpg,82,180,87,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,3,1,0
239,Watford,https://en.soccerwiki.org/squad.php?clubid=83,"BRITOS, Miguel",https://en.soccerwiki.org/player.php?pid=30532,Miguel Ángel Britos Cabrera,Stopper,17-Jul-85,Uruguay,https://cdn.soccerwiki.org/images/player/30532.jpg,82,188,87,31,0,0,0,0,0,0,3,5,0,4,0,0,0,2,0,0,0,0,0,0,6,0,7,0,0,10,0,0,1,8,0,0,9,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
240,Southampton,https://en.soccerwiki.org/squad.php?clubid=72,"WARD-PROWSE, James",https://en.soccerwiki.org/player.php?pid=53464,James Michael Edward Ward-Prowse,Playmaker,01-Nov-94,England,https://cdn.soccerwiki.org/images/player/53464.jpg,66,173,87,21,0,0,0,0,0,0,7,9,5,3,0,0,0,0,8,0,0,0,0,0,2,0,1,10,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,1,0,3,1,0,3,0,0,0,1,0
241,Everton,https://en.soccerwiki.org/squad.php?clubid=31,"STEKELENBURG, Maarten",https://en.soccerwiki.org/player.php?pid=3071,Maarten Stekelenburg,Keeper,22-Sep-82,Netherlands,https://cdn.soccerwiki.org/images/player/3071.jpg,92,197,87,33,0,0,0,0,0,0,2,0,0,4,8,0,0,1,0,10,0,0,0,0,3,0,6,0,0,9,0,0,0,7,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
242,Middlesbrough,https://en.soccerwiki.org/squad.php?clubid=50,"STUANI, Christian",https://en.soccerwiki.org/player.php?pid=13705,Christian Ricardo Stuani Curbelo,General Forward,12-Oct-86,Uruguay,https://cdn.soccerwiki.org/images/player/13705.jpg,72,184,87,29,10,0,0,0,0,0,8,0,0,5,0,0,0,2,0,0,0,0,0,0,4,0,7,0,0,6,0,0,1,9,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,1,0
243,Crystal Palace,https://en.soccerwiki.org/squad.php?clubid=27,"MCARTHUR, James",https://en.soccerwiki.org/player.php?pid=15655,James Mcarthur,Box-To-Box Midfielder,07-Oct-87,Scotland,https://cdn.soccerwiki.org/images/player/15655_1312214131.jpg,64,178,87,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,1,0
244,Arsenal,https://en.soccerwiki.org/squad.php?clubid=1,"CAMPBELL, Joel",https://en.soccerwiki.org/player.php?pid=48201,Joel Nathaniel Campbell Samuels,Wide Forward,26-Jun-92,Costa Rica,https://cdn.soccerwiki.org/images/player/48201.jpg,70,178,87,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,3,0,1
245,Watford,https://en.soccerwiki.org/squad.php?clubid=83,"GOMES, Heurelho",https://en.soccerwiki.org/player.php?pid=3186,Heurelho Da Silva Gomes,Keeper,15-Feb-81,Brazil,https://cdn.soccerwiki.org/images/player/3186.jpg,87,191,87,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
246,Swansea City,https://en.soccerwiki.org/squad.php?clubid=77,"ROUTLEDGE, Wayne",https://en.soccerwiki.org/player.php?pid=1862,Wayne Neville Anthony Routledge,Wide Forward,07-Jan-85,England,https://cdn.soccerwiki.org/images/player/1862.jpg,64,170,87,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,0,1,0
247,Stoke City,https://en.soccerwiki.org/squad.php?clubid=75,"WHELAN, Glenn",https://en.soccerwiki.org/player.php?pid=1648,Glenn David Whelan,Ball-Winning Midfielder,13-Jan-84,Ireland,https://cdn.soccerwiki.org/images/player/1648_1339102315.jpg,79,180,87,32,0,0,0,0,0,0,2,0,0,4,0,0,0,0,1,0,0,0,10,0,3,0,7,0,0,5,0,0,8,6,0,0,9,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,1,0
248,Arsenal,https://en.soccerwiki.org/squad.php?clubid=1,"CHAMBERS, Calum",https://en.soccerwiki.org/player.php?pid=63476,Calum Chambers,General Defender,20-Jan-95,England,https://cdn.soccerwiki.org/images/player/63476.jpg,65,182,87,21,0,0,0,0,0,0,6,0,0,4,0,10,0,2,1,0,0,0,0,0,3,0,9,0,0,5,0,0,0,8,0,0,7,3,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
249,Sunderland,https://en.soccerwiki.org/squad.php?clubid=76,"KIRCHHOFF, Jan",https://en.soccerwiki.org/player.php?pid=38140,Jan Tilman Kirchhoff,Ball-Winning Midfielder,01-Oct-90,Germany,https://cdn.soccerwiki.org/images/player/38140.jpg,90,195,87,25,10,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,5,4,0,8,0,0,6,0,9,0,7,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0
250,Tottenham Hotspur,https://en.soccerwiki.org/squad.php?clubid=80,"JANSSEN, Vincent",https://en.soccerwiki.org/player.php?pid=68172,Vincent Janssen,Target Man,15-Jun-94,Netherlands,https://cdn.soccerwiki.org/images/player/68172.jpg,79,180,87,22,10,0,0,0,0,3,0,0,0,0,0,0,9,4,0,0,0,0,2,0,7,0,6,0,1,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
251,Southampton,https://en.soccerwiki.org/squad.php?clubid=72,"PIED, Jérémy",https://en.soccerwiki.org/player.php?pid=42436,Jérémy Pied,Wingback,23-Feb-89,France,https://cdn.soccerwiki.org/images/player/42436.jpg,69,173,87,27,0,0,0,0,0,0,7,0,9,4,0,0,0,2,1,0,0,0,0,0,3,0,8,0,0,5,0,0,0,6,0,0,10,3,0,0,0,3,0,0,3,0,0,1,1,0,0,0,0,1,0
252,Manchester United,https://en.soccerwiki.org/squad.php?clubid=49,"LINGARD, Jesse",https://en.soccerwiki.org/player.php?pid=63577,Jesse Ellis Lingard,Winger,15-Dec-92,England,https://cdn.soccerwiki.org/images/player/63577.jpg,65,168,87,23,0,0,0,0,0,0,9,10,0,2,0,0,0,0,7,0,0,0,0,0,3,0,5,8,0,4,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,3,3,1,3,3,0,1,0
253,Crystal Palace,https://en.soccerwiki.org/squad.php?clubid=27,"WARD, Joel",https://en.soccerwiki.org/player.php?pid=38711,Joel Edward Philip Ward,Fullback,29-Oct-89,England,https://cdn.soccerwiki.org/images/player/38711.jpg,83,188,87,26,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,7,0,0,6,0,0,5,10,0,3,0,0,0,8,9,0,2,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
254,West Bromwich Albion,https://en.soccerwiki.org/squad.php?clubid=84,"BRUNT, Chris",https://en.soccerwiki.org/player.php?pid=1646,Christopher Brunt,Wingback,14-Dec-84,Northern Ireland,https://cdn.soccerwiki.org/images/player/1646.jpg,85,187,87,31,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,8,7,6,0,0,0,2,9,0,1,0,0,0,3,0,0,10,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,1
255,Middlesbrough,https://en.soccerwiki.org/squad.php?clubid=50,"NSUE, Emilio",https://en.soccerwiki.org/player.php?pid=32263,Emilio Nsue López,Wingback,30-Sep-89,Equatorial Guinea,https://cdn.soccerwiki.org/images/player/32263_1334225783.jpg,75,178,87,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,1,0,1,0,0,0,1,0
256,Middlesbrough,https://en.soccerwiki.org/squad.php?clubid=50,"FISCHER, Viktor",https://en.soccerwiki.org/player.php?pid=58681,Viktor Gorridsen Fischer,Wide Forward,09-Jun-94,Denmark,https://cdn.soccerwiki.org/images/player/58681.jpg,71,180,87,22,0,0,0,0,0,7,2,5,0,0,0,6,8,9,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,1,3,3,3,1,0
257,Liverpool,https://en.soccerwiki.org/squad.php?clubid=44,"ORIGI, Divock",https://en.soccerwiki.org/player.php?pid=62361,Divock Okoth Origi,Target Man,18-Apr-95,Belgium,https://cdn.soccerwiki.org/images/player/62361.jpg,75,185,87,21,7,0,0,0,1,4,0,0,0,0,0,8,2,6,0,0,0,0,3,0,10,0,9,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0
258,Everton,https://en.soccerwiki.org/squad.php?clubid=31,"FUNES MORI, Ramiro",https://en.soccerwiki.org/player.php?pid=54614,José Ramiro Funes Mori,Ball-Playing Defender,05-Mar-91,Argentina,https://cdn.soccerwiki.org/images/player/54614.jpg,78,187,87,25,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,2,0,0,8,0,0,4,1,7,0,9,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
259,Swansea City,https://en.soccerwiki.org/squad.php?clubid=77,"TAYLOR, Neil",https://en.soccerwiki.org/player.php?pid=31848,Neil John Taylor,Wingback,07-Feb-89,Wales,https://cdn.soccerwiki.org/images/player/31848.jpg,64,175,87,27,0,0,0,0,0,0,6,0,0,5,0,9,0,3,0,0,0,0,0,0,1,0,4,10,0,8,0,0,0,7,0,0,2,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,1
260,West Ham United,https://en.soccerwiki.org/squad.php?clubid=85,"SAKHO, Diafra",https://en.soccerwiki.org/player.php?pid=46222,Diafra Sakho,General Forward,24-Dec-89,Senegal,https://cdn.soccerwiki.org/images/player/46222.jpg,79,184,87,26,0,0,0,0,0,0,7,0,0,4,0,0,9,2,1,0,0,0,0,0,3,0,10,0,0,5,0,0,0,8,0,0,6,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,3,1,0
261,Tottenham Hotspur,https://en.soccerwiki.org/squad.php?clubid=80,"TRIPPIER, Kieran",https://en.soccerwiki.org/player.php?pid=45675,Kieran John Trippier,Wingback,19-Sep-90,England,https://cdn.soccerwiki.org/images/player/45675.jpg,71,177,87,25,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,6,0,0,8,10,0,2,0,0,5,7,9,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0
262,Chelsea,https://en.soccerwiki.org/squad.php?clubid=21,"ATSU, Christian",https://en.soccerwiki.org/player.php?pid=52417,Christian Atsu Twasam,Winger,10-Jan-92,Ghana,https://cdn.soccerwiki.org/images/player/52417.jpg,68,172,87,24,0,0,0,0,0,0,7,4,0,0,0,5,0,0,8,0,0,0,6,0,2,0,9,10,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,1,3,3,0,0,1
263,Stoke City,https://en.soccerwiki.org/squad.php?clubid=75,"ADAM, Charlie",https://en.soccerwiki.org/player.php?pid=5034,Charles Graham Adam,Playmaker,10-Dec-85,Scotland,https://cdn.soccerwiki.org/images/player/5034.jpg,82,185,87,30,0,0,0,0,0,0,10,0,6,0,0,0,0,2,9,0,0,8,7,0,5,0,3,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1
264,Middlesbrough,https://en.soccerwiki.org/squad.php?clubid=50,"RAMÍREZ, Gastón",https://en.soccerwiki.org/player.php?pid=39686,Gastón Exequiel Ramírez Pereyra,Advanced Playmaker,02-Dec-90,Uruguay,https://cdn.soccerwiki.org/images/player/39686.jpg,78,183,87,25,0,0,0,0,0,8,4,5,0,0,0,6,0,10,0,0,0,0,7,0,0,0,2,9,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,1
265,West Bromwich Albion,https://en.soccerwiki.org/squad.php?clubid=84,"GARDNER, Craig",https://en.soccerwiki.org/player.php?pid=10304,Craig Gardner,General Midfielder,25-Nov-86,England,https://cdn.soccerwiki.org/images/player/10304.jpg,81,176,87,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0
266,Sunderland,https://en.soccerwiki.org/squad.php?clubid=76,"LARSSON, Sebastian",https://en.soccerwiki.org/player.php?pid=16,Sebastian Bengt Ulf Larsson,General Midfielder,06-Jun-85,Sweden,https://cdn.soccerwiki.org/images/player/16.jpg,70,178,87,31,0,0,0,7,0,0,10,0,6,0,0,4,2,0,9,0,0,0,0,0,1,0,3,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,1,0
267,Liverpool,https://en.soccerwiki.org/squad.php?clubid=44,"INGS, Danny",https://en.soccerwiki.org/player.php?pid=50001,Daniel William John Ings,Deep-Lying Forward,16-Mar-92,England,https://cdn.soccerwiki.org/images/player/50001.jpg,72,178,87,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,1,0
268,West Bromwich Albion,https://en.soccerwiki.org/squad.php?clubid=84,"MCAULEY, Gareth",https://en.soccerwiki.org/player.php?pid=972,Gareth Mcauley,Stopper,05-Dec-79,Northern Ireland,https://cdn.soccerwiki.org/images/player/972_1322536401.jpg,90,195,87,36,10,0,0,0,0,0,8,0,0,5,0,0,0,2,0,0,0,0,0,0,4,0,7,0,0,6,0,0,1,9,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
269,Crystal Palace,https://en.soccerwiki.org/squad.php?clubid=27,"DANN, Scott",https://en.soccerwiki.org/player.php?pid=18899,Scott Dann,Stopper,14-Feb-87,England,https://cdn.soccerwiki.org/images/player/18899.jpg,78,188,87,29,3,8,0,0,7,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,2,0,6,0,0,0,10,4,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
270,Hull City,https://en.soccerwiki.org/squad.php?clubid=37,"HUDDLESTONE, Tom",https://en.soccerwiki.org/player.php?pid=1857,Thomas Andrew Huddlestone,Deep-Lying Playmaker,28-Dec-86,England,https://cdn.soccerwiki.org/images/player/1857.jpg,71,188,87,29,0,0,0,0,0,5,2,6,0,0,0,0,0,0,0,0,0,7,0,0,1,0,4,10,0,8,0,0,0,9,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,1,0
271,Crystal Palace,https://en.soccerwiki.org/squad.php?clubid=27,"SOUARÉ, Pape",https://en.soccerwiki.org/player.php?pid=47180,Pape N'diaye Souaré,Wingback,06-Jun-90,Senegal,https://cdn.soccerwiki.org/images/player/47180.jpg,68,178,87,26,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,1,4,0,6,8,7,5,9,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,1
272,Crystal Palace,https://en.soccerwiki.org/squad.php?clubid=27,"LEDLEY, Joe",https://en.soccerwiki.org/player.php?pid=401,Joseph Christopher Ledley,General Midfielder,23-Jan-87,Wales,https://cdn.soccerwiki.org/images/player/401.jpg,75,183,87,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,3,0,0,0,0,0,0,0,1
